Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
723,20,3,-0.9964393026543474,-0.23914533931471077,1,2,0,1,1,0,0,8,2,1,3,3,4,7,1970,1970,0,0,4,3,1,0.0,1,2,2,2,3,1,4,191,5,0,673,864,2,4,1,3,-0.4342344550437217,0,0,-0.4342344550437217,0,0,1,0,3,1,1,5,4,0,1,2,1994.0,1,2,463,2,3,2,0,0,0,0,0,0,0,3,2,0,7,2009,2,3,-0.10413219508595639,0,0,0
724,50,3,-1.069119436254559,-0.2387357547100341,1,2,0,1,1,0,0,5,2,1,3,1,4,6,1954,1972,0,0,4,3,1,0.0,1,3,4,2,3,1,5,0,5,0,941,941,2,4,1,3,-0.4175413338299171,473,0,-0.3760261237752995,0,0,2,0,4,1,1,7,4,0,1,2,1958.0,1,1,548,2,3,2,0,0,0,0,156,0,0,3,2,0,5,2008,2,3,-0.10104153026714531,0,0,0
725,20,3,-0.9128538359082422,-0.20918476844477182,1,2,1,1,1,0,0,5,2,1,3,3,9,5,2007,2008,2,0,9,9,4,340.0,3,3,4,4,3,1,6,1234,5,0,464,1698,2,4,1,3,-0.3618460577671016,0,0,-0.3618460577671016,1,0,2,0,3,1,3,8,4,1,4,4,2007.0,3,3,768,2,3,2,327,64,0,0,0,0,0,3,2,0,2,2009,2,3,-0.07036619494431354,0,0,0
726,20,3,-1.069119436254559,-0.24921894198305297,1,2,0,1,1,0,0,8,2,1,3,3,4,6,1970,1970,0,0,6,7,1,0.0,1,3,2,2,3,1,4,375,1,239,250,864,2,2,1,3,-0.4342344550437217,0,0,-0.4342344550437217,0,0,1,0,3,1,2,5,4,0,1,2,1989.0,1,2,660,2,3,2,96,0,0,0,0,0,0,3,1,500,11,2009,2,3,-0.10538993523699187,0,0,0
727,20,3,-1.0028194197605125,-0.18227370379293611,1,2,1,1,1,1,0,16,2,1,3,3,6,9,1988,2007,2,0,2,7,2,260.0,2,2,2,3,3,1,6,808,5,0,72,880,2,4,1,3,-0.3628732136270769,0,0,-0.3628732136270769,1,0,2,0,3,1,2,5,4,1,4,4,1988.0,3,2,540,2,3,2,292,44,0,182,0,0,0,3,2,0,12,2009,2,3,-0.08288080016219897,1,0,0
728,20,3,-1.0374847852737834,-0.24593804721325657,1,2,0,1,1,0,0,14,2,1,3,3,7,5,2007,2007,0,0,10,10,4,82.0,2,3,4,3,3,3,6,724,5,0,508,1232,2,4,1,3,-0.39427474928634115,0,0,-0.39427474928634115,1,0,2,0,2,1,2,6,4,0,1,4,2007.0,2,2,632,2,3,2,132,0,0,0,0,0,0,3,2,0,2,2009,2,3,-0.08757593998769363,0,0,0
729,90,3,-0.9172522314498426,-0.21777007048813501,1,2,0,1,1,1,0,8,2,1,2,3,5,5,1958,1958,0,0,10,10,2,95.0,1,3,2,2,3,1,5,0,5,0,1584,1584,2,2,1,3,-0.3575529067994804,0,0,-0.3575529067994804,1,0,2,0,4,2,1,9,4,0,1,2,1968.0,1,3,888,2,3,2,0,25,0,0,0,0,0,3,2,0,7,2009,0,0,-0.10893611778845351,0,0,0
730,30,1,-1.1464956719472386,-0.25657506957501625,1,0,0,1,1,0,0,0,2,1,3,1,4,5,1925,1950,0,0,4,3,1,0.0,1,3,2,2,3,1,2,152,5,0,628,780,2,2,1,2,-0.43647462033581724,0,360,-0.3963708470857812,0,0,1,0,2,1,1,5,4,0,1,2,1962.0,1,2,539,2,3,2,0,23,112,0,0,0,0,3,2,0,1,2009,2,3,-0.11152598663717447,0,0,0
731,120,3,-1.3426208438943392,-0.26675490330902163,1,2,1,1,1,0,0,20,2,1,4,3,8,5,1995,1996,0,0,9,9,1,0.0,2,3,4,3,3,1,6,1180,5,0,415,1595,2,4,1,3,-0.3666444327445955,0,0,-0.3666444327445955,1,0,2,0,2,1,2,5,4,1,3,4,1995.0,2,2,608,2,3,2,237,152,0,0,0,0,0,3,2,0,3,2010,2,3,-0.08066701095561163,0,0,0
732,80,3,-0.9782634912334401,-0.2286581439976391,1,2,1,1,1,1,0,19,2,1,3,4,7,5,2003,2003,0,0,10,10,2,442.0,2,3,4,4,3,3,6,786,5,0,82,868,2,4,1,3,-0.40205023866197975,0,0,-0.40205023866197975,1,0,2,0,3,1,2,6,4,1,4,4,2003.0,3,2,438,2,3,2,160,22,0,0,0,0,0,3,2,0,5,2007,2,3,-0.08889385776858458,0,0,0
733,60,3,-0.9668839671711909,-0.2181396392208524,1,2,1,1,1,0,0,14,2,1,3,5,7,5,1998,1999,0,0,10,10,2,202.0,2,3,4,3,3,3,4,252,5,0,901,1153,2,4,1,3,-0.40138889103124836,878,0,-0.3450599237241791,0,0,2,1,3,1,2,8,4,1,3,4,1998.0,3,2,541,2,3,2,192,84,0,0,0,0,0,3,2,0,7,2008,2,3,-0.08280172755717068,0,0,0
734,20,3,-0.9406881137783641,-0.22607986415759546,1,2,0,1,1,1,0,6,1,1,3,3,5,6,1961,1983,2,0,6,6,1,0.0,1,3,2,2,3,1,2,594,5,0,270,864,2,4,1,3,-0.40224017763131986,0,0,-0.40224017763131986,1,0,1,0,3,1,1,6,4,1,3,4,1961.0,2,1,264,2,3,2,165,0,0,0,0,0,0,0,1,400,3,2009,2,3,-0.10206886095597079,0,0,0
735,20,3,-1.0028194197605125,-0.23276797130802518,1,2,1,1,1,1,0,6,2,1,3,3,5,5,1968,1968,0,0,7,7,1,0.0,1,3,4,2,3,1,5,0,5,0,948,948,2,2,1,3,-0.4233249788058805,0,0,-0.4233249788058805,0,0,1,0,3,1,1,6,4,0,1,4,1968.0,1,1,300,2,3,2,147,0,0,0,0,0,0,3,2,0,5,2007,2,2,-0.10965611336360197,1,0,0
736,75,1,-1.069119436254559,-0.22140115019011622,1,2,0,1,1,0,0,4,2,1,3,2,7,7,1914,1970,0,0,2,1,1,0.0,1,3,1,3,3,2,1,390,5,0,490,880,1,1,0,3,-0.4320493922261084,888,0,-0.35798188541826237,0,0,1,1,2,1,1,6,4,2,3,2,1914.0,1,2,320,2,3,0,0,341,0,0,0,0,0,3,2,0,10,2006,2,3,-0.09399690848936063,0,0,0
737,90,3,-1.069119436254559,-0.23589581944345794,1,2,0,1,1,0,0,8,2,1,2,3,3,4,1950,1950,0,0,5,5,1,0.0,1,3,2,0,1,0,0,0,0,0,0,0,2,3,0,1,-0.41276977597557846,0,0,-0.41276977597557846,0,0,2,0,2,2,1,6,4,0,1,2,1949.0,1,2,400,2,3,2,0,0,0,0,0,0,0,3,2,0,7,2006,2,3,-0.11538802602040893,0,0,0
738,60,3,-0.9841682457564862,-0.223318873639035,1,2,1,3,1,4,0,13,2,1,3,5,8,5,2005,2005,0,0,10,10,1,0.0,2,3,4,3,3,1,5,0,5,0,893,893,2,4,1,3,-0.4292611541169959,900,0,-0.35622831187081544,0,0,2,1,3,1,2,8,4,1,4,4,2005.0,3,3,800,2,3,2,0,116,0,0,0,0,0,3,2,0,6,2006,2,3,-0.08017043768404451,0,0,0
739,90,3,-1.069119436254559,-0.22140115019011622,1,2,0,1,1,0,0,5,2,1,2,3,5,5,1987,1988,0,0,7,7,1,0.0,1,3,2,3,4,4,6,1200,5,0,0,1200,2,2,1,3,-0.3970817918707572,0,0,-0.3970817918707572,3,0,3,0,3,1,1,5,4,0,1,0,1980.0,0,0,0,0,0,2,120,0,0,0,0,0,0,3,2,0,3,2009,2,1,-0.09057250529034976,0,0,1
740,60,3,-1.0301533560860319,-0.23047741376278366,1,2,1,1,1,0,0,14,2,1,3,5,7,5,2004,2004,0,0,10,10,1,0.0,2,3,4,3,3,1,5,0,5,0,864,864,2,4,1,3,-0.4342344550437217,864,0,-0.360165147883618,0,0,2,1,3,1,2,7,4,0,1,4,2004.0,2,2,572,2,3,2,187,56,0,0,0,0,0,3,2,0,4,2009,2,3,-0.08841676570644495,0,0,0
741,70,1,-1.069119436254559,-0.2285936694721378,1,0,0,1,1,0,0,4,2,1,3,5,5,7,1910,2002,0,0,2,4,1,0.0,1,2,1,1,2,1,5,0,5,0,264,264,2,4,1,3,-0.44859700416260173,664,0,-0.3786691913011092,0,0,2,0,2,1,1,7,4,0,1,2,1910.0,1,2,360,2,2,2,270,0,112,0,0,0,0,4,2,0,5,2007,2,0,-0.1018953933730659,0,0,0
742,20,3,-1.0301533560860319,-0.2510855791833426,1,2,1,1,1,0,0,6,1,1,3,3,6,8,1961,1996,2,0,6,6,1,0.0,1,2,2,2,3,2,6,832,5,0,80,912,2,3,1,3,-0.4278352067841866,0,0,-0.4278352067841866,1,1,1,0,3,1,2,5,4,0,1,2,1962.0,1,1,288,2,3,2,168,0,0,0,0,0,0,4,2,0,5,2008,2,3,-0.09913173527788292,0,0,0
743,20,3,-1.0301533560860319,-0.23659893826695091,1,2,0,1,1,0,0,10,2,1,3,3,7,5,2000,2001,0,0,10,10,2,108.0,1,3,4,3,3,1,5,0,5,0,1349,1349,2,4,1,3,-0.38477541858846465,0,0,-0.38477541858846465,0,0,2,0,3,1,1,6,4,0,1,4,2000.0,1,2,539,2,3,2,120,55,0,0,0,0,0,4,2,0,12,2007,2,3,-0.09057250529034976,0,0,0
744,80,3,-0.9964393026543474,-0.21095381908786395,1,2,1,1,1,0,0,6,2,1,3,4,5,6,1963,1999,0,0,6,6,1,0.0,1,3,2,3,3,3,4,444,5,0,76,520,2,4,1,3,-0.37643747535828204,0,0,-0.37643747535828204,0,1,2,0,3,1,1,6,2,1,3,4,1997.0,2,2,480,2,3,2,302,0,0,0,100,0,0,3,2,0,10,2009,2,3,-0.09139453748148949,0,0,0
745,120,3,-1.3036152689952354,-0.26667629216068095,1,2,1,3,1,0,0,20,2,1,4,3,8,5,1993,1993,0,0,6,6,1,0.0,2,3,4,3,3,1,6,733,5,0,604,1337,2,3,1,3,-0.3856990023083375,0,0,-0.3856990023083375,1,0,2,0,2,1,2,5,4,1,3,4,1993.0,2,2,462,2,3,2,96,0,70,168,0,0,0,3,2,0,10,2008,2,3,-0.09037030175108221,0,0,0
746,60,3,-1.0028194197605125,-0.23287296792791912,1,2,1,1,1,0,0,12,2,1,3,5,8,9,1976,1996,2,0,10,10,2,289.0,3,2,2,2,4,1,6,575,6,80,487,1142,2,4,1,3,-0.3993444637710791,1540,0,-0.3196095563322252,0,1,3,1,4,1,2,11,4,2,3,5,1994.0,3,2,831,2,3,2,0,204,0,0,0,0,0,3,2,0,7,2008,2,3,-0.07254946738057097,1,0,0
747,60,3,-1.0028194197605125,-0.23406381146882044,1,2,1,1,1,0,0,13,2,1,3,5,7,5,2000,2000,0,0,10,10,1,0.0,2,3,4,3,3,1,6,300,5,0,652,952,2,4,1,3,-0.41950408194961053,1276,0,-0.33560797611276005,0,0,2,1,4,1,2,8,4,1,3,5,2000.0,3,2,554,2,3,2,224,54,0,0,0,0,0,3,2,0,4,2009,2,3,-0.08074072712887269,1,0,0
748,70,1,-1.0301533560860319,-0.21661699609567583,1,1,1,1,1,1,0,4,2,1,3,5,7,7,1880,2003,1,0,5,2,1,0.0,2,3,3,2,2,1,5,0,5,0,1240,1240,1,2,0,3,-0.3870262077897528,1320,0,-0.32197738283566824,0,0,1,1,4,1,2,8,4,1,4,2,1950.0,1,4,864,2,3,0,181,0,386,0,0,0,0,3,2,0,5,2009,2,3,-0.07661125667850391,0,0,0
749,20,3,-1.0776682523577186,-0.22257031177295275,1,2,1,1,1,0,0,22,2,1,3,3,7,5,1996,1996,2,0,10,10,2,338.0,2,3,4,3,3,1,6,919,5,0,801,1720,2,4,1,3,-0.3606096686023418,0,0,-0.3606096686023418,1,0,2,0,3,1,2,7,4,1,3,4,1996.0,3,2,527,2,3,2,240,56,154,0,0,0,0,3,2,0,3,2010,2,3,-0.07733799855409877,0,0,0
750,50,3,-1.1696950179202557,-0.23693893598067733,1,2,0,1,1,0,0,5,2,1,3,1,4,3,1945,1950,0,0,3,4,1,0.0,1,3,0,0,1,0,0,0,0,0,0,0,0,2,0,1,-0.4077440816302144,441,0,-0.3720945172243469,0,0,2,0,4,1,1,9,1,0,1,2,1945.0,1,1,240,2,3,0,92,0,185,0,0,0,0,3,2,0,4,2009,2,3,-0.11350440443176088,0,0,0
751,50,1,-1.1148800309985962,-0.23402796923011138,1,0,0,1,1,1,0,4,2,1,3,1,4,7,1910,2004,0,0,2,1,1,0.0,1,3,1,2,2,1,5,0,5,0,576,576,2,3,1,3,-0.44478730772856895,348,0,-0.40262137739861864,0,0,1,0,3,1,1,7,2,0,1,0,1980.0,0,0,0,0,0,0,0,160,0,0,0,0,0,3,2,0,6,2010,2,3,-0.11412090260359188,0,0,1
752,60,3,-1.0028194197605125,-0.2421557404303136,1,2,0,1,1,0,0,13,4,1,3,5,7,5,2003,2003,0,0,10,10,1,0.0,2,3,4,3,3,1,5,0,5,0,660,660,2,4,1,3,-0.4679843993872021,660,0,-0.3870262077897528,0,0,2,1,3,1,2,6,4,0,1,4,2003.0,3,2,400,2,3,2,0,48,0,0,0,0,0,3,2,0,8,2007,2,3,-0.09422369021017522,1,0,0
753,20,3,-0.9456896214620072,-0.23099489337799484,1,2,1,1,1,0,0,14,2,1,3,3,6,5,1997,1997,0,0,10,10,1,0.0,1,2,4,3,3,4,6,1200,5,0,279,1479,2,4,1,3,-0.3744023899623278,0,0,-0.3744023899623278,1,0,2,0,3,1,2,6,4,0,1,4,1997.0,2,2,576,2,3,2,168,27,0,0,0,0,0,3,2,0,7,2006,2,3,-0.08368296036548833,0,0,0
754,60,3,-0.9406881137783641,-0.22462969434316596,1,2,0,1,1,0,0,21,2,1,3,5,8,5,2005,2005,0,0,10,10,2,178.0,2,3,4,3,3,2,5,0,5,0,1030,1030,2,3,1,3,-0.41298584779092606,1060,0,-0.3421098294093699,0,0,2,1,3,1,3,8,4,1,4,4,2005.0,2,3,878,2,3,2,192,52,0,0,0,0,0,3,2,0,3,2006,2,3,-0.07541046962966409,0,0,0
755,20,3,-1.060840191749296,-0.2406697012374867,1,2,0,1,1,0,0,8,2,1,3,3,6,8,1969,2005,0,0,7,7,1,0.0,1,3,2,2,3,1,6,439,3,472,115,1026,2,3,1,3,-0.4142940166485027,0,0,-0.4142940166485027,1,0,1,0,3,1,2,5,4,0,1,2,1969.0,2,2,440,2,3,2,171,48,0,0,0,0,0,3,2,0,7,2009,2,3,-0.09561920296756767,0,0,0
756,160,4,-1.4639399799531372,-0.30532056502562943,1,1,0,1,1,0,0,18,2,1,4,5,6,5,1999,1999,0,0,4,3,2,894.0,1,3,4,3,3,1,6,381,5,0,348,729,2,3,1,3,-0.4529105116721792,729,0,-0.3759577784682409,0,0,2,1,3,1,1,6,4,0,1,2,1999.0,1,2,440,2,3,2,0,24,0,0,0,0,0,3,2,0,3,2009,2,3,-0.0919193822512727,0,0,0
757,60,3,-1.0093725426622215,-0.2215744983645308,1,2,1,1,1,0,0,14,2,1,3,5,8,5,2007,2007,0,0,10,10,1,0.0,2,3,4,3,3,3,6,20,5,0,846,866,2,4,1,3,-0.4339583589957707,902,0,-0.35798188541826237,0,0,2,1,3,1,2,7,4,0,1,4,2007.0,2,2,578,2,3,2,144,105,0,0,0,0,0,3,2,0,4,2009,2,3,-0.0845066460389303,0,0,0
758,60,3,-1.0028194197605125,-0.21704430329925184,1,2,1,1,1,4,0,6,2,1,3,5,6,5,1978,1978,2,0,6,6,0,328.0,1,3,2,2,3,2,1,438,5,0,234,672,2,2,1,3,-0.46562311547585744,714,0,-0.3819942137091316,0,0,2,1,3,1,1,6,4,1,3,4,1978.0,3,2,440,2,3,2,335,0,0,0,0,0,0,4,2,0,4,2010,2,0,-0.09493711272016653,1,0,0
759,160,4,-1.9296538675395942,-0.33467147790453344,1,1,0,1,1,0,0,18,2,1,1,5,7,5,1999,1999,0,0,4,3,2,360.0,1,3,4,3,3,1,4,549,5,0,195,744,2,3,1,3,-0.4503974196734858,744,0,-0.3739352060621746,0,0,2,1,3,1,1,6,4,0,1,2,1999.0,1,2,440,2,3,2,0,0,0,0,0,0,0,3,2,0,8,2008,2,3,-0.09049146807201079,0,0,0
760,60,3,-1.0301533560860319,-0.21387461529666932,1,2,1,1,1,0,0,22,2,1,3,5,8,5,1995,1995,0,0,10,10,2,513.0,2,3,4,3,3,3,3,56,6,64,1198,1318,2,4,1,3,-0.3863988613955734,1203,0,-0.32557574879672446,0,0,2,1,4,1,2,9,4,1,3,4,1995.0,2,3,752,2,3,2,222,98,0,0,0,0,0,3,2,0,11,2007,2,3,-0.07367017934227939,0,0,0
761,20,3,-0.9964393026543474,-0.2319218848957566,1,2,0,1,1,0,0,8,2,1,3,3,6,6,1959,1959,2,0,2,1,1,0.0,1,3,2,2,3,1,1,612,5,0,252,864,2,4,1,3,-0.4342344550437217,0,0,-0.4342344550437217,0,0,1,0,2,1,1,5,4,0,1,2,2008.0,1,1,300,3,2,2,0,0,0,0,0,0,0,3,1,450,10,2009,2,3,-0.1032192215730912,0,0,0
762,30,1,-1.069119436254559,-0.24968924156751426,1,2,0,1,1,2,0,3,1,1,3,3,5,5,1924,1950,0,0,2,1,1,0.0,1,3,4,2,3,2,3,405,5,0,740,1145,2,2,1,3,-0.3885363870284182,0,0,-0.3885363870284182,0,0,1,0,2,1,0,5,3,0,1,2,1965.0,1,2,440,2,3,2,0,0,0,0,0,0,0,3,2,0,10,2009,2,3,-0.11269926008418094,0,0,0
763,60,4,-0.9841682457564862,-0.23518744711584716,1,2,0,1,1,0,0,18,2,1,3,5,7,5,2009,2009,0,0,10,10,1,0.0,1,3,4,3,3,2,6,24,5,0,732,756,2,4,1,3,-0.4492476348499611,783,0,-0.3709342745482571,0,0,2,1,3,1,2,7,4,0,1,4,2009.0,1,2,614,2,3,2,169,45,0,0,0,0,0,3,2,0,6,2010,1,3,-0.08397695108314601,0,0,0
764,60,3,-0.9310109405418394,-0.22970103259430935,1,2,0,1,1,0,0,22,2,1,3,5,8,5,1999,1999,0,0,10,10,2,673.0,2,3,4,3,3,2,6,1163,5,0,89,1252,2,4,1,3,-0.39122951504391956,1097,0,-0.3314535638571667,1,0,2,1,3,1,2,8,4,1,4,4,1999.0,2,3,856,2,3,2,0,128,0,0,180,0,0,3,2,0,7,2009,2,3,-0.06864752129101119,0,0,0
765,120,3,-1.598357633177206,-0.2289233498371334,1,2,1,1,1,4,0,11,2,1,4,3,8,5,1995,1996,2,0,8,8,1,0.0,2,2,4,3,4,3,3,437,4,1057,0,1494,2,4,1,3,-0.3744023899623278,0,0,-0.3744023899623278,1,0,1,1,2,1,3,6,4,1,4,4,1995.0,3,2,481,2,3,2,0,30,0,0,216,0,0,3,2,0,4,2006,2,3,-0.07609821513260019,0,0,0
766,20,3,-0.9668839671711909,-0.20384814026144704,1,2,1,1,1,0,0,18,2,1,3,3,9,5,2008,2008,0,0,10,10,4,284.0,2,3,4,3,3,1,5,0,5,0,1498,1498,2,4,1,3,-0.37360324099388403,0,0,-0.37360324099388403,0,0,2,0,2,1,3,6,4,1,4,4,2008.0,3,2,592,2,3,2,0,174,0,0,0,0,0,3,2,0,8,2008,3,4,-0.07684990382533333,0,0,0
767,60,3,-0.9406881137783641,-0.22356313957493754,1,2,0,1,1,0,0,12,2,1,3,5,7,5,1988,1988,0,0,6,6,2,42.0,1,3,2,3,3,1,6,394,5,0,586,980,2,2,1,3,-0.41950408194961053,734,0,-0.36094482255973453,0,0,2,1,3,1,1,7,4,1,3,4,1988.0,1,2,496,2,3,2,228,66,156,0,0,0,0,2,1,500,3,2010,2,3,-0.08720939722492752,0,0,0
768,50,3,-0.9668839671711909,-0.2126877720464791,1,2,1,1,1,0,0,9,2,1,3,1,6,7,1940,1985,0,0,10,10,1,0.0,1,3,2,3,3,2,4,660,5,0,323,983,2,4,1,3,-0.41915442745297665,767,0,-0.35895634813627814,1,0,2,0,4,1,1,7,1,0,1,4,1989.0,1,1,423,2,3,2,245,0,156,0,0,0,0,3,1,1300,7,2008,2,3,-0.09468213843031821,0,0,0
769,20,3,-0.9964393026543474,-0.2319218848957566,1,2,0,1,1,0,0,14,2,1,3,3,7,5,2004,2005,2,0,10,10,1,0.0,2,3,4,3,3,1,6,24,5,0,1836,1860,2,4,1,3,-0.3544133330973911,0,0,-0.3544133330973911,0,0,2,0,3,1,2,8,4,1,4,4,2004.0,3,2,484,2,3,2,120,33,0,0,0,0,0,3,2,0,10,2006,2,3,-0.08370946726597835,0,0,0
770,60,3,-1.2082997735892025,-0.13892240891752447,1,2,3,3,1,4,1,20,2,1,3,5,8,5,2003,2003,2,0,9,4,2,603.0,3,3,4,3,3,4,4,1416,5,0,234,1650,2,4,1,3,-0.3623008181018934,1589,0,-0.30411272643864756,1,0,3,1,4,1,3,12,1,1,4,5,2003.0,3,3,841,2,3,2,503,36,0,0,210,0,0,3,2,0,6,2010,2,3,-0.053670194447013854,0,0,0
771,85,3,-1.0028194197605125,-0.24649837530914237,1,2,1,1,1,4,0,6,2,1,3,0,5,5,1982,1982,2,0,2,1,1,0.0,1,3,2,3,3,3,6,685,5,0,173,858,2,2,1,3,-0.43506792711994835,0,0,-0.43506792711994835,1,0,1,0,2,1,1,5,4,0,1,2,1983.0,1,2,576,2,3,2,120,0,0,0,0,0,0,3,2,0,4,2009,2,3,-0.1010696373657953,1,0,0
772,20,3,-1.0161067395321588,-0.23347912382686714,1,2,0,1,1,0,0,5,2,1,3,3,4,5,1951,1951,0,0,2,1,1,0.0,1,3,2,1,2,1,3,836,5,0,0,836,2,2,1,1,-0.39531599943138523,0,0,-0.39531599943138523,0,0,1,0,2,1,1,6,4,0,1,2,1951.0,1,2,396,2,3,2,0,0,0,0,0,0,0,3,2,0,4,2006,0,3,-0.11191261656327237,0,0,0
773,80,3,-0.8806205798738667,-0.24158113367040435,1,2,0,1,1,0,0,5,2,1,3,4,6,5,1976,1976,0,0,7,7,1,0.0,1,3,2,2,3,3,4,422,1,127,480,1029,2,2,1,3,-0.40484817960325986,0,0,-0.40484817960325986,1,0,1,0,3,1,1,6,4,1,3,2,1976.0,1,2,672,2,3,2,144,0,0,0,0,0,0,2,2,0,3,2010,2,0,-0.11002193875767476,0,0,0
774,20,3,-0.9964393026543474,-0.2251686083968679,1,2,0,1,1,0,0,8,1,1,3,3,5,5,1958,1958,0,0,2,1,1,1.0,1,3,2,2,3,1,1,456,5,0,456,912,2,4,1,2,-0.4278352067841866,0,0,-0.4278352067841866,0,0,1,0,2,1,1,5,4,0,1,4,1958.0,2,1,275,2,3,2,0,0,0,0,0,0,0,3,2,0,7,2007,0,3,-0.10737021680007362,0,0,0
775,20,3,-0.8284008430017494,-0.20526949475987646,1,2,0,1,1,1,0,21,2,1,3,3,8,5,2006,2006,2,0,10,10,2,375.0,2,3,4,3,3,3,5,0,5,0,1935,1935,2,3,1,3,-0.3477167500587122,0,0,-0.3477167500587122,0,0,2,0,3,1,2,9,4,1,4,4,2006.0,3,3,895,2,3,2,315,45,0,0,0,0,0,3,2,0,7,2007,3,4,-0.0634528846864442,0,0,0
776,120,1,-1.5257060200516837,-0.2797765318973956,1,2,0,1,1,2,0,9,2,1,4,3,6,5,1998,1998,2,0,10,10,2,320.0,1,3,4,4,3,1,6,866,5,0,338,1204,2,4,1,3,-0.39672554007729405,0,0,-0.39672554007729405,1,0,2,0,2,1,1,5,4,0,1,4,1998.0,3,2,412,2,3,2,0,247,0,0,0,0,0,3,2,0,6,2009,2,3,-0.09422369021017522,0,0,0
777,20,3,-0.9128538359082422,-0.21916386753682002,1,2,1,1,1,0,0,14,2,1,3,3,7,5,2005,2006,0,0,10,10,2,240.0,2,3,4,3,3,3,6,20,5,0,1594,1614,2,4,1,3,-0.36676540056313095,0,0,-0.36676540056313095,0,0,2,0,3,1,2,7,4,0,1,4,2005.0,2,3,865,2,3,2,144,59,0,0,0,0,0,3,2,0,7,2006,3,4,-0.08296007761371375,0,0,0
778,20,3,-0.8593844203891732,-0.20890770399424655,1,2,1,1,1,0,0,6,2,1,3,3,5,5,1974,1974,2,0,6,7,1,0.0,1,3,2,2,3,1,4,762,5,0,102,864,2,2,1,3,-0.4301807905318579,0,0,-0.4301807905318579,1,0,1,0,3,1,1,5,4,1,2,4,1974.0,1,2,440,2,3,2,241,0,0,0,0,0,0,2,2,0,6,2006,2,3,-0.09899950576392177,0,0,0
779,90,2,-1.069119436254559,-0.2369768510726768,1,2,0,1,1,0,0,10,1,1,2,3,5,5,1977,1977,0,0,7,7,2,320.0,1,3,0,0,1,0,0,0,0,0,0,0,2,2,1,3,-0.3455562385091611,0,0,-0.3455562385091611,0,0,2,0,4,2,1,10,4,2,3,2,1977.0,1,2,630,2,3,2,0,0,0,0,0,0,0,3,2,0,10,2007,2,3,-0.09860601242574976,0,0,0
780,90,3,-0.9508053438139296,-0.2229316716482288,1,2,0,1,1,0,0,9,2,1,2,0,6,5,1977,1977,0,0,7,5,2,90.0,1,3,2,3,3,4,6,975,5,0,0,975,2,2,1,3,-0.41674607240441397,0,0,-0.41674607240441397,1,0,1,0,2,1,1,4,4,0,1,4,1977.0,1,2,504,2,3,2,0,0,0,0,0,0,0,3,2,0,5,2006,2,3,-0.10104153026714531,0,0,0
781,20,3,-1.0450354164949829,-0.2411193417481276,1,2,0,1,1,0,0,13,2,1,3,3,7,5,1995,1996,0,0,6,6,2,38.0,1,3,4,3,4,1,5,0,5,0,1237,1237,2,3,1,3,-0.392484348050693,0,0,-0.392484348050693,0,0,2,0,3,1,1,6,4,1,3,4,1995.0,3,2,402,2,3,2,220,21,0,0,0,0,0,3,2,0,6,2007,2,3,-0.09118701426461671,0,0,0
782,60,3,-1.0301533560860319,-0.24740541991134377,1,2,0,1,1,0,0,10,2,1,3,5,6,5,1992,1992,0,0,10,10,1,0.0,2,2,4,3,3,1,4,387,5,0,374,761,2,4,1,3,-0.4420310134196444,793,0,-0.3674342270524443,0,0,2,1,3,1,2,7,4,0,1,4,1992.0,2,2,484,2,3,2,0,124,0,0,0,0,0,3,2,0,7,2006,2,3,-0.09120770536249925,0,0,0
783,20,3,-1.0161067395321588,-0.19768886974580316,1,2,3,1,1,0,0,14,2,1,3,3,7,5,2001,2002,0,0,10,10,1,0.0,2,3,4,3,3,1,5,0,5,0,1413,1413,2,4,1,3,-0.3788108360144518,0,0,-0.3788108360144518,0,0,2,0,3,1,2,6,4,0,1,4,2001.0,2,2,605,2,3,2,0,33,0,0,0,0,0,3,2,0,6,2009,2,3,-0.08897087192965929,0,0,0
